,id,x,y,z,x_new,y_new,z_new,distance2Dcenter,layer,EI,mtype,info
13271,59886089785,3409472,1924208,95829,2250.021269278296,2266.339595171325,95.829,1150.0787865498023,2,excitatory,L23E,L2pyramidalneuron
13272,68780698992,3412880,1944224,100053,2267.091680192756,2255.3461520704805,100.053,1167.1976252262932,2,excitatory,L23E,L2pyramidalneuron
13273,59784350519,3410704,1897032,95829,2230.7986932734193,2285.589150276229,95.829,1130.857188237434,2,excitatory,L23E,L2pyramidalneuron
13274,59784248657,3413632,1886528,100053,2225.023498376769,2294.838708314627,100.053,1125.133404649712,2,inhibitory,L23I,L2neuroninterneuron
13275,41748289996,3507672,1913968,62037,2308.7376516771283,2345.715183597453,62.037,1208.9431565208392,2,excitatory,L23E,L2pyramidalneuron
13276,41908683403,3521816,1917016,66261,2320.5323092467197,2354.0954635937346,66.261,1220.6660063650124,2,excitatory,L23E,L2pyramidalneuron
13277,41690062991,3518120,1906744,70485,2310.457937393455,2358.300393053564,70.485,1210.537079066206,2,excitatory,L23E,L2pyramidalneuron
13278,6111496784,3395792,1807704,42240,2154.817012420726,2334.8704195658834,42.24,1055.6563111073344,2,excitatory,L23E,L2neuronexcitatory/spiny-with-atypical-tree
13279,6126521271,3414216,1795608,42240,2158.324905559333,2356.6293643410354,42.24,1059.1614245315632,2,inhibitory,L23I,L2neuroninterneuron
13280,6039368161,3443608,1813032,34560,2191.0185701095675,2366.559607957217,34.56,1092.1530464558364,2,excitatory,L23E,L2pyramidalneuron
13281,23682970137,3471480,1812328,34560,2209.3092036090125,2387.6023436678843,34.56,1110.424993311345,2,inhibitory,L23I,L2neuroninterneuronsparsely-spiny
13282,6155621007,3428872,1833808,30720,2196.404863075338,2341.6642324812997,30.72,1097.714597092172,2,excitatory,L23E,L2neuronexcitatory/spiny-with-atypical-tree
13283,24104749058,3438552,1834920,26880,2203.7582401175023,2348.0569463084453,26.88,1105.2521943232703,2,inhibitory,L23I,L2neuroninterneuron
13284,6533977890,3430216,1821712,23040,2188.3858782319276,2350.8193094378944,23.04,1090.1100490771298,2,inhibitory,L23I,L2neuroninterneuronsparsely-spiny
13285,5908323890,3434728,1801576,23040,2176.571931572699,2367.738154089137,23.04,1078.314992483379,2,excitatory,L23E,L2pyramidalneuron
13286,6184925768,3446288,1812312,15360,2192.2959265593595,2369.023174579043,15.36,1094.47103269694,2,excitatory,L23E,L2pyramidalneuron
13287,6257785371,3469584,1806736,11520,2203.9031269406705,2389.977131038578,11.52,1106.3014852376666,2,inhibitory,L23I,L2neuroninterneuron
13288,6315853560,3466120,1834672,3840,2222.180208091112,2368.5676075357023,3.84,1125.0629228053724,2,excitatory,L23E,L2pyramidalneuron
13289,6607069362,3476912,1850160,3840,2240.892548369552,2366.078887120738,3.84,1143.7281004526938,2,excitatory,L23E,L2neuronunclassified-neuron
13290,6650580873,3436176,1870224,3840,2228.206664437239,2322.477807537132,3.84,1131.0740199122943,2,inhibitory,L23I,L2neuroninterneuron
13291,6446677349,3441752,1860888,15360,2225.0804443947136,2332.8931529584665,15.36,1127.1922890944313,2,excitatory,L23E,L2neuronunclassified-neuron
13292,6490421935,3436760,1857840,7680,2219.4622497812948,2331.2664208705824,7.68,1122.0831051175376,2,excitatory,L23E,L2neuronunclassified-neuron
13293,6577823537,3448560,1845568,15360,2218.369889963874,2348.256086377275,15.36,1120.49438240999,2,excitatory,L23E,L2pyramidalneuron
13294,6329972683,3388048,1858304,19200,2186.9301019128984,2295.007165568401,19.2,1088.8795046026817,2,excitatory,L23E,L2neuronunclassified-neuron
13295,5514812315,3422544,1807360,3840,2172.617440362491,2354.8437168672813,3.84,1075.6329923397375,2,excitatory,L23E,L2neuronexcitatory/spiny-with-atypical-tree
13296,6417651346,3406048,1814336,15360,2166.6324990692183,2337.9628676671946,15.36,1068.8598309905667,2,inhibitory,L23I,L2neuroninterneuron
13297,5544058835,3402984,1767320,23040,2129.870098396254,2367.4318046816243,23.04,1031.6920658486074,2,excitatory,L23E,L2pyramidalneuron
13298,5718905195,3389000,1803912,30720,2147.435020499073,2332.4175185754943,30.72,1048.8059091470984,2,excitatory,L23E,L2pyramidalneuron
13299,15122680440,3373856,1793344,30720,2129.4162432586636,2328.374372923838,30.72,1030.8110955838408,2,inhibitory,L23I,L2neuroninterneuron
13300,6126390733,3421888,1716776,26880,2105.329946543259,2415.492579738129,26.88,1006.9699408849254,2,inhibitory,L23I,L2neuroninterneuron
13301,5427323196,3459264,1723640,23040,2135.6192638829816,2438.441155447606,23.04,1037.4311345288354,2,excitatory,L23E,L2neuronexcitatory/spiny-with-atypical-tree
13302,6024927491,3486968,1722232,23040,2153.277014569473,2459.835031223017,23.04,1055.0585616849141,2,inhibitory,L23I,L2neuroninterneuron
13303,5762357991,3481448,1727800,23040,2153.66050224822,2452.0039418224123,23.04,1055.4414020504546,2,excitatory,L23E,L2neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
13304,6213836488,3506848,1746280,42240,2184.439318292142,2458.2756946024883,42.24,1085.2557083685326,2,inhibitory,L23I,L2neuroninterneuron
13305,5748209296,3481048,1719904,11520,2147.5638458379076,2457.037588275491,11.52,1050.0908882931915,2,excitatory,L23E,L2pyramidalneuron
13306,5820908266,3471416,1701416,7680,2127.4205673278198,2462.4069363611575,7.68,1030.2755885068013,2,inhibitory,L23I,L2neuroninterneuronsparsely-spiny
13307,5981431463,3479280,1753520,3840,2171.176966465334,2433.0463020608136,3.84,1074.1965622388816,2,excitatory,L23E,L2pyramidalneuron
13308,6315882834,3462136,1785032,3840,2182.860589801089,2399.128521683138,3.84,1085.847695482345,2,inhibitory,L23I,L2neuroninterneuron
13309,5937673326,3532704,1694336,30720,2163.5577988036093,2512.4113946150496,30.72,1064.907932306806,2,inhibitory,L23I,L2neuroninterneuron
13310,5602958564,3516096,1678600,34560,2140.737374124559,2510.7756753641365,34.56,1041.9265993622205,2,inhibitory,L23I,L2neuroninterneuron
13311,5501118109,3554696,1652408,3840,2147.459679991198,2556.9361721967684,3.84,1050.547448736714,2,inhibitory,L23I,L2neuroninterneuron
13312,5704947797,3562272,1650648,7680,2151.273779536344,2563.7145216020226,7.68,1054.0641942716043,1,inhibitory,L1I,L1neuroninterneuronsparsely-spiny
13313,5472060932,3590176,1624336,42240,2150.6890625087276,2602.0630895804698,42.24,1051.5316559971116,1,inhibitory,L1I,L1neuroninterneuronweb-like-interneuron
13314,41428091483,3475976,1763008,62037,2175.9486698031496,2424.20495559911,62.037,1076.1795320334795,2,excitatory,L23E,L2neuronexcitatory/spiny-with-atypical-tree
13315,41428339042,3479264,1774456,62037,2186.615499638731,2418.9052962460237,62.037,1086.844096074391,2,inhibitory,L23I,L2neuroninterneuron
13316,41718942945,3467528,1792816,66261,2192.2435776921134,2397.8542147197686,66.261,1092.3929760803326,2,inhibitory,L23I,L2neuroninterneuron
13317,32591522249,3461944,1767392,57813,2169.7139042687754,2410.891647267542,57.813,1070.0424432662626,2,excitatory,L23E,L2pyramidalneuron
13318,41544593326,3498560,1778128,62037,2202.3475862997816,2430.6662761919797,62.037,1102.5729210068541,2,inhibitory,L23I,L2neuroninterneuronsparsely-spiny
13319,41747984627,3445216,1780008,78933,2167.734324732227,2390.033298702556,78.933,1067.7479495149598,2,excitatory,L23E,L2pyramidalneuron
13320,59391335876,3445448,1800720,87381,2183.174930466993,2376.2264720380567,87.381,1083.1792357541221,2,excitatory,L23E,L2neuronunclassified-neuron
