1.158159407138949291e+03 -6.751552300063030998e+01
1.197495152174479927e+03 -6.720345360610554053e+01
1.236820994646553345e+03 -6.626732398433250637e+01
1.276127034484636624e+03 -6.470736980093715829e+01
1.315403376603394690e+03 -6.252398376604287478e+01
1.354640133393743781e+03 -5.971771553540793320e+01
1.393827427211985878e+03 -5.628927157205225740e+01
1.432955392866470447e+03 -5.223951496840891195e+01
1.472014180101088186e+03 -4.756946522904536323e+01
1.510993956075027654e+03 -4.228029801401089571e+01
1.549884907838145409e+03 -3.637334484286429870e+01
1.588677244801310280e+03 -2.985009275947959395e+01
1.627361201201147423e+03 -2.271218395768300979e+01
1.665927038558501181e+03 -1.496141536784443815e+01
1.704365048130061723e+03 -6.599738204505683825e+00
1.742665553352471761e+03 2.370742524821707775e+00
1.780818912278367407e+03 1.194776854958763579e+01
1.818815520003671963e+03 2.212892890470493512e+01
1.856645811085584228e+03 3.291166053750066567e+01
1.894300261950636013e+03 4.429324895294985254e+01
1.931769393292183850e+03 5.627082889703387991e+01
1.969043772456792794e+03 6.884138507805664631e+01
2.006114015818837743e+03 8.200175292572203034e+01
2.042970791142798817e+03 9.574861938780441051e+01
2.079604819932586906e+03 1.100785237641853200e+02
2.116006879767362534e+03 1.249878585780711546e+02
2.152167806623234355e+03 1.404728704841545550e+02
2.188078497180243176e+03 1.565296612134970928e+02
2.223729911114085098e+03 1.731541885549013386e+02
2.259113073371954670e+03 1.903422673725117420e+02
2.294219076431976646e+03 2.080895706594051262e+02
2.329039082545617930e+03 2.263916306268865810e+02
2.363564325962544899e+03 2.452438398292329111e+02
2.397786115137364504e+03 2.646414523235962406e+02
2.431695834917657521e+03 2.845795848647621824e+02
2.465284948712813275e+03 3.050532181344910896e+02
2.498545000643056937e+03 3.260571980050917773e+02
2.531467617668185085e+03 3.475862368369585056e+02
2.564044511695421534e+03 3.696349148096960562e+02
2.596267481665905962e+03 3.921976812865343618e+02
2.628128415619272801e+03 4.152688562116757112e+02
2.659619292735779709e+03 4.388426315402086857e+02
2.690732185355521779e+03 4.629130727002636831e+02
2.721459260974162135e+03 4.874741200869989370e+02
2.751792784214738731e+03 5.125195905880837017e+02
2.781725118774988914e+03 5.380431791402545514e+02
2.811248729349757014e+03 5.640384603165864519e+02
2.840356183527968369e+03 5.904988899440620571e+02
2.869040153663690035e+03 6.174178067510235906e+02
2.897293418720838872e+03 6.447884340441235054e+02
2.925108866091024538e+03 6.726038814143089439e+02
2.952479493384123998e+03 7.008571464714575541e+02
2.979398410191086896e+03 7.295411166071810385e+02
3.005858839818561137e+03 7.586485707853910299e+02
3.031854120994894402e+03 7.881721813601604936e+02
3.057377709547064114e+03 8.181045159204090851e+02
3.082423180048148424e+03 8.484380391609852268e+02
3.106984227434883906e+03 8.791651147796258101e+02
3.131054668594939358e+03 9.102780073993676524e+02
3.154628443923472332e+03 9.417688845158745607e+02
3.177699618848613682e+03 9.736298184692416271e+02
3.200262385325451760e+03 1.005852788439726282e+03
3.222311063298189765e+03 1.038429682466962731e+03
3.243840102130056039e+03 1.071352299492090651e+03
3.264844082000657181e+03 1.104612351422334086e+03
3.285317715270385634e+03 1.138201465217490068e+03
3.305255847811552485e+03 1.172111184997785131e+03
3.324653460305915360e+03 1.206332974172602690e+03
3.343505669508261235e+03 1.240858217589529886e+03
3.361807729475742235e+03 1.275678223703170715e+03
3.379555032762636074e+03 1.310784226763192919e+03
3.396743111580246477e+03 1.346167389021062490e+03
3.413367638921650723e+03 1.381818802954904641e+03
3.429424429650993261e+03 1.417729493511913006e+03
3.444909441557077116e+03 1.453890420367785055e+03
3.459818776370962041e+03 1.490292480202560455e+03
3.474148680747343860e+03 1.526926508992348772e+03
3.487895547209425786e+03 1.563783284316309846e+03
3.501055915057091624e+03 1.600853527678354794e+03
3.513626471238114391e+03 1.638127906842963512e+03
3.525604051182198418e+03 1.675597038184511575e+03
3.536985639597647605e+03 1.713251489049563133e+03
3.547768371230443336e+03 1.751081780131475625e+03
3.557949531585561090e+03 1.789078387856779955e+03
3.567526557610326563e+03 1.827231746782675600e+03
3.576497038339653955e+03 1.865532252005085866e+03
3.584858715502992709e+03 1.903970261576646408e+03
3.592609484092831735e+03 1.942536098934000165e+03
3.599747392894628319e+03 1.981220055333837308e+03
3.606270644978012569e+03 2.020012392297001952e+03
3.612177598149159166e+03 2.058903344060119707e+03
3.617466765364194544e+03 2.097883120034061449e+03
3.622136815103557637e+03 2.136941907268676914e+03
3.626186571707200528e+03 2.176069872923161711e+03
3.629615015670556204e+03 2.215257166741403580e+03
3.632421283901191600e+03 2.254493923531752898e+03
3.634604669936085884e+03 2.293770265650510737e+03
3.636164624119481232e+03 2.333076305488593789e+03
3.637100753741254266e+03 2.372402147960669481e+03
3.637412823135779036e+03 2.411737892996198298e+03
