,agglo_seg,x,y,z,type,layer,linfo,info
2821,2349885298,1988744,1112176,34560,pyram,4,4,L4pyramidalneuron
2822,2947314487,1969752,1101952,23040,pyram,4,4,L4pyramidalneuronlot-of-axon
2823,3340111446,1962704,1104776,15360,inter,4,4,L4neuroninterneuron
2824,2772468250,1980640,1118808,7680,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treesparsely-spiny
2825,2263638346,1986320,1139184,15360,pyram,4,4,L4pyramidalneuron
2826,3471212583,1974144,1129832,7680,pyram,4,4,L4pyramidalneuronsparsely-spiny
2827,3572325387,1991416,1154040,15360,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2828,3500137617,1988832,1150728,0,inter,4,4,L4neuroninterneuron
2829,3631255890,2007432,1145456,0,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2830,2598249405,2040888,1160360,7680,pyram,4,4,L4pyramidalneuron
2831,3412604830,2053568,1152512,0,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treeunusually-thin-dendrites
2832,1871981082,2063904,1141184,3840,pyram,4,4,L4pyramidalneuron
2833,3514753677,2079264,1122976,3840,pyram,4,4,L4pyramidalneuron
2834,3543999741,2042520,1115552,0,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treeunusually-thin-dendrites
2835,2060041252,1951184,1085376,23040,pyram,4,4,L4pyramidalneuron
2836,2671137240,1970808,1078152,19200,pyram,4,4,L4pyramidalneuron
2837,2917674068,1961392,1076696,7680,pyram,4,4,L4pyramidalneuron
2838,3471067066,1989680,1103080,0,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treesparsely-spiny
2839,2671063546,2003168,1102288,0,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2840,2815862747,1994072,1115944,0,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
2841,3528798978,1955216,1120544,3840,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
2842,3427263564,2012432,1105880,38400,pyram,4,4,L4pyramidalneuron
2843,3456758527,2035792,1102184,34560,inter,4,4,L4neuroninterneuron
2844,2815817976,2003048,1095080,23040,pyram,4,4,L4pyramidalneuron
2845,3077979892,1997240,1101800,15360,inter,4,4,L4neuroninterneuron
2846,3092857158,2004576,1084992,11520,inter,4,4,L4neuroninterneuron
2847,3020158457,2014288,1075448,7680,pyram,4,4,L4pyramidalneuron
2848,2641992579,1988144,1082088,19200,pyram,4,4,L4pyramidalneuron
2849,2394841994,2022544,1085848,19200,pyram,4,4,L4pyramidalneuron
2850,3005265547,2014784,1096264,23040,inter,4,4,L4neuroninterneuron
2851,2685591323,2047480,1104144,15360,pyram,4,4,L4pyramidalneuron
2852,2525958434,2041296,1086792,3840,pyram,4,4,L4pyramidalneuron
2853,2205058653,2012184,1050624,3840,pyram,4,4,L4pyramidalneuron
2854,3034439594,1985360,1045096,0,pyram,4,4,L4pyramidalneuron
2855,2525463267,1975560,1049368,3840,pyram,4,4,L4pyramidalneuron
2856,2685168558,1872000,1074816,30720,pyram,4,4,L4pyramidalneuron
2857,29717067370,1799320,1102912,87381,pyram,4,4,L4pyramidalneuron
2858,29614903902,1789768,1113568,83157,pyram,4,4,L4pyramidalneuron
2859,29047947225,1837976,1128864,95829,pyram,4,4,L4pyramidalneuron
2860,29731316940,1737088,1068368,78933,pyram,4,4,L4pyramidalneuron
2861,38509102582,1730504,1089256,87381,inter,4,4,L4neuroninterneuronweb-like-interneuron
2862,29847863137,1762472,1073304,83157,pyram,4,4,L4pyramidalneuron
2863,29935146387,1774000,1076648,74709,pyram,4,4,L4pyramidalneuron
2864,3076753172,1792368,1074584,74709,pyram,4,4,L4pyramidalneuron
2865,38626304227,1860136,1056848,129621,inter,4,4,L4neuroninterneuron
2866,29819084477,1878912,1060552,138069,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treebipolar
2867,3601805128,1892304,1050016,138069,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
2868,29193256115,1881240,1026432,142293,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2869,29716526973,1721896,1032552,133845,pyram,4,4,L4pyramidalneuron
2870,29716629382,1754144,1034752,138069,pyram,4,4,L4pyramidalneuron
2871,64566484558,1736824,982656,142293,inter,4,4,L4neuroninterneuronlot-of-axon
2872,64712203870,1761552,962848,146517,inter,4,4,L4neuroninterneuron
2873,47563736680,1785320,972840,150741,inter,4,4,L4neuroninterneuron
2874,39004427076,1793120,969024,163413,inter,4,4,L4neuroninterneuronsparsely-spiny
2875,37534369217,1802280,949888,154965,pyram,4,4,L4pyramidalneuron
2876,29135319029,1820736,940712,142293,pyram,4,4,L4pyramidalneuronbipolar
2877,29396677816,1848992,969920,142293,pyram,4,4,L4pyramidalneuronsparsely-spiny
2878,29309538825,1780464,943632,121173,inter,4,4,L4neuroninterneuronlot-of-axon
2879,37941765476,1760664,937488,125397,pyram,4,4,L4pyramidalneuronsparsely-spiny
2880,47040115351,1754144,926736,116949,inter,4,4,L4neuroninterneuron
2881,37650418052,1743192,892120,104277,pyram,4,4,L4pyramidalneuronsparsely-spiny
2882,30022096841,1731952,899960,112725,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2883,37854028495,1715512,895480,108501,inter,4,4,L4neuroninterneuron
2884,64231683909,1693048,853336,125397,inter,3,4,L4neuroninterneuron
2885,55351954634,1711920,868608,125397,inter,4,4,L4neuroninterneuron
2886,37461422118,1757840,861824,104277,pyram,3,4,L4pyramidalneuron
2887,38639738160,1647688,1053208,91605,inter,4,4,L4neuroninterneuron
2888,38829083194,1665840,1094424,133845,pyram,5,4,L4pyramidalneuronsparsely-spiny
2889,3309725487,1679800,1140392,66261,pyram,5,5,L5pyramidalneuronsparsely-spiny
2890,29963692697,1703152,1130320,129621,pyram,5,5,L5pyramidalneuron
2891,29265984006,1729568,1107448,142293,pyram,5,4,L4pyramidalneuron
2892,65600133534,1737784,1125288,138069,inter,5,4,L4neuroninterneuron
2893,29905756020,1694864,1105184,146517,inter,5,4,L4neuroninterneuron
2894,30182518052,1702336,1107840,154965,pyram,5,4,L4pyramidalneuron
2895,30007495275,1708072,1096288,70485,inter,5,4,L4neuroninterneuron
2896,2407515771,1738424,1063488,46080,pyram,4,4,L4pyramidalneuron
2897,2989452739,1721824,1083232,30720,pyram,4,4,L4pyramidalneuronsparsely-spiny
2898,38551620554,1429888,1012296,150741,pyram,5,4,L4pyramidalneuron
2899,38741039523,1408312,991440,163413,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treesparsely-spiny
2900,30064834099,1421024,988656,146517,pyram,4,4,L4pyramidalneuronsparsely-spiny
2901,38843042539,1395896,1011096,167637,uncla,5,4,L4neuronunclassified-neuron
2902,38900905000,1446696,992512,129621,pyram,4,4,L4pyramidalneuronsparsely-spiny
2903,38333613220,1481696,988024,129621,pyram,4,4,L4pyramidalneuron
2904,82558158327,1461872,1020752,138069,pyram,5,4,L4pyramidalneurondark
2905,4183551558,1839176,1293504,70485,inter,5,5,L5neuroninterneuron
2906,4111437475,1956408,1350656,34560,inter,5,5,L5neuroninterneuron
2907,4838669209,1824464,1430288,62037,pyram,5,5,L5pyramidalneuronsparsely-spiny
2908,4154788171,1858208,1298616,146517,excit,5,5,L5neuronexcitatory/spiny-with-atypical-tree
2909,30663006447,1858760,1222448,167637,pyram,5,5,L5pyramidalneuronsparsely-spiny
2910,39121658564,1999440,1158600,159189,pyram,4,4,L4pyramidalneuron
2911,39048841493,2013264,1156568,159189,pyram,4,4,L4pyramidalneuron
2912,29863689691,2026704,1148840,159189,pyram,4,4,L4pyramidalneuronsparsely-spiny
2913,38947015685,2016112,1169792,167637,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
2914,30271335278,2051256,1126336,167637,inter,4,4,L4neuroninterneuron
2915,4723234964,2036936,1119032,163413,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2916,30358225757,2044608,1147192,154965,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2917,30795175676,2076440,1150968,167637,uncla,4,4,L4neuroninterneuronsparsely-spiny
2918,30984375683,2079960,1159680,159189,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
2919,39355084243,2086096,1172032,167637,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treesparsely-spiny
2920,30532897819,2092152,1163768,163413,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
2921,30475179608,2102888,1187424,154965,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2922,38729109745,2111928,1184472,163413,pyram,4,4,L4pyramidalneuron
2923,38772897549,2110680,1176328,142293,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2924,29922562008,2127896,1164576,150741,pyram,4,4,L4pyramidalneuron
2925,65354339868,2108096,1144496,159189,inter,4,4,L4neuroninterneuron
2926,92022890980,2086768,1147472,167637,inter,4,4,L4neuroninterneuron
2927,48016177701,2085352,1132992,167637,inter,4,4,L4neuroninterneuron
2928,30358153581,2096680,1124896,167637,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
2929,39151312662,2119336,1126544,167637,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
2930,92037668053,2150776,1148328,150741,inter,4,4,L4neuroninterneuron
2931,30037690608,1963072,1196800,167637,pyram,4,4,L4pyramidalneuron
2932,38844574567,1899120,1191816,163413,excit,5,4,L4neuronexcitatory/spiny-with-atypical-tree
2933,3995126949,2133968,1173496,133845,pyram,4,4,L4pyramidalneuron
2934,30125748692,2143104,1179816,121173,pyram,4,4,L4pyramidalneuron
2935,38584209568,2145032,1196208,108501,pyram,4,4,L4pyramidalneuron
2936,30460505889,2121544,1192928,108501,pyram,4,4,L4pyramidalneuron
2937,30533876037,2123776,1221048,108501,pyram,4,4,L4pyramidalneuron
2938,30125544494,2134800,1216056,100053,pyram,4,4,L4pyramidalneuronlot-of-axon
2939,38045418922,2108992,1200104,100053,pyram,4,4,L4pyramidalneuron
2940,4038915321,2089584,1218064,91605,pyram,4,4,L4pyramidalneuron
2941,30824625880,2103328,1243376,100053,pyram,4,4,L4pyramidalneuron
2942,3936882782,2081976,1243376,100053,pyram,4,4,L4pyramidalneuronlot-of-axon
2943,3762342314,2118720,1221552,91605,pyram,4,4,L4pyramidalneuron
2944,4155299877,2113656,1212032,83157,pyram,4,4,L4pyramidalneuron
2945,3806350096,2116848,1188088,66261,pyram,4,4,L4pyramidalneuron
2946,4112153741,2095304,1221264,66261,pyram,4,4,L4pyramidalneuron
2947,4301485121,2098120,1238384,70485,pyram,4,4,L4pyramidalneuron
2948,30460783204,2106448,1258856,74709,pyram,4,4,L4pyramidalneuron
2949,30446313392,2113256,1247160,74709,uncla,4,4,L4pyramidalneuronsparsely-spiny
2950,30722695523,2118080,1272920,74709,inter,4,4,L4neuroninterneuron
2951,3878289116,2117776,1271480,83157,pyram,4,4,L4pyramidalneuron
2952,4097450642,2144936,1268344,78933,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2953,30533569221,2133320,1258976,91605,pyram,4,4,L4pyramidalneuron
2954,30664393546,2138880,1237552,87381,pyram,4,4,L4pyramidalneuron
2955,30228043058,2154552,1235456,91605,pyram,4,4,L4pyramidalneuron
2956,4272618275,2170912,1229256,87381,pyram,4,4,L4pyramidalneuronsparsely-spiny
2957,30460885703,2175408,1211360,95829,pyram,4,4,L4pyramidalneuron
2958,30329913540,2141112,1218248,83157,pyram,4,4,L4pyramidalneuronlot-of-axon
2959,3849583316,2137600,1231984,83157,pyram,4,4,L4pyramidalneuron
2960,3676108762,2166296,1237384,74709,pyram,4,4,L4pyramidalneuron
2961,29719037008,2144256,1250208,78933,pyram,4,4,L4pyramidalneuron
2962,3762867764,2133528,1251536,70485,pyram,4,4,L4pyramidalneuronsparsely-spiny
2963,3064867282,2159896,1260968,66261,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2964,30693683399,2170512,1264504,70485,pyram,4,4,L4pyramidalneuron
2965,4228800741,2190864,1285352,46080,pyram,4,4,L4pyramidalneuron
2966,30752131707,2178000,1284856,66261,inter,4,4,L4neuroninterneuronsparsely-spiny
2967,39370401008,2193792,1298320,70485,inter,4,4,L4neuroninterneuronlot-of-axon
2968,30780982844,2167872,1305704,78933,pyram,4,4,L4pyramidalneuronlot-of-axon
2969,4330977844,2167416,1314152,74709,pyram,4,4,L4pyramidalneuron
2970,4257753999,2140168,1321488,46080,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
2971,4301601236,2153056,1306568,53760,pyram,4,4,L4pyramidalneuronsparsely-spiny
2972,4228814924,2164816,1291416,49920,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
2973,4272574016,2171312,1314592,49920,inter,4,4,L4neuroninterneuron
2974,4170469114,2169368,1302288,57813,pyram,4,4,L4pyramidalneuron
2975,3996118645,2192264,1302088,57813,pyram,4,4,L4pyramidalneuron
2976,4039308332,2208360,1298056,53760,pyram,4,4,L4pyramidalneuron
2977,4010485889,2223120,1305632,53760,pyram,4,4,L4pyramidalneuron
2978,4301790604,2245416,1316008,57813,pyram,4,4,L4pyramidalneuron
2979,3342841717,2222840,1337200,57813,pyram,4,4,L4pyramidalneuron
2980,4592088269,2195776,1347464,74709,pyram,4,4,L4pyramidalneuron
2981,30707905226,2179288,1348680,87381,pyram,4,4,L4pyramidalneuron
2982,30810711086,2178640,1366984,78933,pyram,4,4,L4pyramidalneuron
2983,21639953360,2147048,1361384,83157,pyram,4,4,L4pyramidalneuronsparsely-spiny
2984,4359406197,2187720,1380440,78933,pyram,4,4,L4pyramidalneuronlot-of-axon
2985,5000215910,2206976,1377728,74709,pyram,4,4,L4pyramidalneuronsparsely-spiny
2986,4825938429,2219152,1385760,83157,pyram,4,4,L4pyramidalneuron
2987,4593065842,2196880,1409544,74709,uncla,4,4,L4neuronunclassified-neuronthin-apical-dendrite
2988,4534165408,2192392,1404136,57813,pyram,4,4,L4pyramidalneuronsparsely-spiny
2989,3996395946,2169592,1401624,53760,pyram,5,4,L4pyramidalneuron
2990,4084046397,2174792,1408768,38400,inter,5,4,L4neuroninterneuron
2991,4679722918,2165880,1395824,38400,inter,5,4,L4neuroninterneuron
2992,4505372376,2207208,1388304,34560,pyram,4,4,L4pyramidalneuron
2993,4272734708,2224720,1387224,38400,pyram,4,4,L4pyramidalneuron
2994,4680117617,2197240,1410920,26880,pyram,4,4,L4pyramidalneuron
2995,4491340671,2237320,1402744,23040,pyram,4,4,L4pyramidalneuron
2996,4636781755,2231096,1410248,30720,pyram,4,4,L4pyramidalneuron
2997,4679956476,2233896,1423728,3840,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treesparsely-spiny
2998,4214710391,2252360,1410440,3840,uncla,4,4,L4neuronunclassified-neuronsparsely-spiny
2999,4476593602,2266088,1394952,15360,uncla,4,4,L4neuroninterneuron
3000,4113656620,2286920,1411632,11520,pyram,4,4,L4pyramidalneuron
3001,4432690208,2273888,1402256,23040,uncla,4,4,L4pyramidalneuronsparsely-spiny
3002,4462139689,2291112,1410592,30720,inter,4,4,L4neuroninterneuron
3003,4055471607,2273888,1425072,26880,pyram,4,4,L4pyramidalneuron
3004,4157372123,2288856,1449048,15360,pyram,4,4,L4pyramidalneuron
3005,4331635034,2250000,1461448,19200,pyram,4,4,L4pyramidalneuronsparsely-spiny
3006,3329043868,2265472,1448456,30720,pyram,4,4,L4pyramidalneuron
3007,4214681004,2238536,1463640,46080,excit,5,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
3008,4213819830,2256752,1457040,57813,pyram,4,4,L4pyramidalneuron
3009,4636547689,2266992,1465880,42240,pyram,4,4,L4pyramidalneuron
3010,4739149833,2296776,1456896,49920,inter,4,4,L4neuroninterneuron
3011,4782426301,2300112,1425664,66261,pyram,4,4,L4pyramidalneuron
3012,4549759569,2289528,1434376,62037,uncla,4,4,L4pyramidalneuronsparsely-spiny
3013,31349210403,2263624,1427520,57813,pyram,4,4,L4pyramidalneuron
3014,4738871910,2292512,1428968,42240,pyram,4,4,L4pyramidalneuron
3015,4156306257,2314496,1428712,49920,pyram,4,4,L4pyramidalneuron
3016,4404260613,2296232,1447760,38400,pyram,4,4,L4pyramidalneuron
3017,4593387207,2318472,1490288,42240,pyram,4,4,L4pyramidalneuronsparsely-spiny
3018,4390331090,2289912,1473896,30720,pyram,4,4,L4pyramidalneuronsparsely-spiny
3019,4563878408,2290120,1494104,38400,pyram,4,4,L4pyramidalneuron
3020,4215499530,2304096,1484136,53760,pyram,4,4,L4pyramidalneuron
3021,4840859371,2272264,1503016,42240,pyram,5,4,L4pyramidalneuron
3022,4680044210,2273880,1487568,53760,pyram,4,4,L4pyramidalneuron
3023,4606938007,2294072,1492000,57813,inter,4,4,L4neuroninterneuron
3024,31030163516,2301456,1502864,70485,pyram,4,4,L4pyramidalneuron
3025,40476878807,2306848,1496928,83157,inter,4,4,L4neuroninterneuron
3026,4796691510,2317384,1498048,95829,pyram,4,4,L4pyramidalneuron
3027,31451869923,2304552,1488944,112725,pyram,4,4,L4pyramidalneuron
3028,5277547195,2281392,1495336,116949,pyram,4,4,L4pyramidalneuron
3029,4593430996,2274424,1490232,104277,pyram,4,4,L4pyramidalneuron
3030,5291856456,2255576,1503384,104277,spiny,5,4,L4neuronspiny-stellate
3031,5393873129,2290760,1519688,95829,pyram,4,4,L4pyramidalneuron
3032,2220156674,2018064,1063520,49920,pyram,4,4,L4pyramidalneuronsparsely-spiny
3033,3296512283,2035712,1047488,57813,pyram,4,4,L4pyramidalneuronsparsely-spiny
3034,2278312286,2038248,1057440,38400,pyram,4,4,L4pyramidalneuron
3035,2190925057,2032912,1076120,34560,uncla,4,4,L4pyramidalneuronsparsely-spiny
3036,2482053590,2059768,1050312,30720,pyram,4,4,L4pyramidalneuron
3037,2801772642,2073968,1075560,23040,pyram,4,4,L4pyramidalneurongrey
3038,3282071561,2073920,1054464,34560,pyram,4,4,L4pyramidalneuron
3039,2946671765,2059472,1037800,53760,pyram,4,4,L4pyramidalneuron
3040,2976444225,2038560,1014936,53760,pyram,3,4,L4pyramidalneuron
3041,2554708054,2033576,1023344,46080,pyram,4,4,L4pyramidalneuron
3042,2903613795,2015064,1027960,46080,pyram,4,4,L4pyramidalneurongrey
3043,28597564190,2049584,1007128,62037,pyram,3,4,L4pyramidalneuron
3044,29485071587,2043792,990920,57813,inter,3,4,L4neuroninterneuron
3045,29324898939,2077688,994544,66261,pyram,3,4,L4pyramidalneuron
3046,2641716053,2047176,978968,26880,pyram,3,4,L4pyramidalneuron
3047,2103991145,2061384,959912,23040,pyram,3,3,L3pyramidalneuron
3048,3034657939,2044096,973984,46080,inter,3,4,L4neuroninterneuron
3049,2423182680,2052544,956592,83157,pyram,3,3,L3pyramidalneuron
3050,2276967555,2031728,956312,87381,pyram,3,4,L4pyramidalneuronlot-of-axon
3051,29383098617,2043032,953504,91605,inter,3,3,L3neuroninterneuron
3052,29470587607,2054912,974896,95829,pyram,3,4,L4pyramidalneurondark
3053,3892993362,2044640,990688,83157,pyram,3,4,L4pyramidalneuron
3054,38292145736,2038072,992400,95829,inter,3,4,L4neuroninterneuron
3055,29208265962,2032872,1000448,100053,uncla,3,4,L4pyramidalneuronlot-of-axon
3056,47637837663,2030576,1074368,138069,inter,4,4,L4neuroninterneuron
3057,30052743578,2045376,1074816,138069,pyram,4,4,L4pyramidalneuron
3058,29659875108,2054656,1084048,146517,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
3059,38597875989,2032792,1087528,146517,inter,4,4,L4neuroninterneuron
3060,29674461147,2015272,1104816,142293,pyram,4,4,L4pyramidalneuronsparsely-spiny
3061,4068088366,2004864,1111144,146517,spiny,4,4,L4neuronspiny-stellatelot-of-axon
3062,3733594028,2038880,1088872,116949,pyram,4,4,L4pyramidalneuron
3063,3601936017,2056480,1076968,108501,pyram,4,4,L4pyramidalneuron
3064,29936067276,2060184,1086328,112725,pyram,4,4,L4pyramidalneuronsparsely-spiny
3065,3296263452,2052536,1090856,95829,pyram,4,4,L4pyramidalneuron
3066,30038070366,2032936,1097008,70485,inter,4,4,L4neuroninterneuron
3067,3690068113,2059448,1158136,57813,inter,4,4,L4neuroninterneuronlot-of-axon
3068,3063977640,2071528,1142704,62037,uncla,4,4,L4pyramidalneuron
3069,12336721766,2057448,1171392,66261,inter,4,4,L4neuroninterneuronlot-of-axon
3070,29820077191,2066448,1150752,70485,pyram,4,4,L4pyramidalneuron
3071,3645345359,2025888,1204856,70485,pyram,4,4,L4pyramidalneuron
3072,3893138558,2036200,1214720,70485,pyram,4,4,L4pyramidalneuron
3073,3834806774,2064120,1224768,62037,pyram,4,4,L4pyramidalneuron
3074,3733681336,2063472,1233304,42240,pyram,4,4,L4pyramidalneuron
3075,3413247483,2008832,1240080,38400,pyram,4,4,L4pyramidalneuron
3076,3384409625,2021232,1227176,53760,inter,4,4,L4neuroninterneuron
3077,3602388503,2046752,1213680,49920,pyram,4,4,L4pyramidalneuron
3078,3747917106,2054040,1202136,46080,inter,4,4,L4neuroninterneuron
3079,2759065023,2076456,1125480,87381,pyram,4,4,L4pyramidalneuron
3080,3515031473,2100976,1114704,83157,pyram,4,4,L4pyramidalneuron
3081,30154761030,2069248,1122256,74709,inter,4,4,L4neuroninterneuron
3082,3748223379,2091920,1136144,66261,pyram,4,4,L4pyramidalneuron
3083,3617063174,2108976,1133376,66261,pyram,4,4,L4pyramidalneuron
3084,3631561541,2105800,1147944,62037,inter,4,4,L4neuroninterneuron
3085,3705078190,2108648,1170840,53760,pyram,4,4,L4pyramidalneuron
3086,3719152259,2113624,1171744,46080,inter,4,4,L4neuroninterneuron
3087,3515395178,2098056,1180752,38400,pyram,4,4,L4pyramidalneuron
3088,3020714778,2053504,1160920,30720,pyram,4,4,L4pyramidalneuron
3089,3486120590,2070288,1159688,19200,pyram,4,4,L4pyramidalneuronsparsely-spiny
3090,2016033491,2053408,1181136,19200,pyram,4,4,L4pyramidalneuron
3091,3413714353,2065120,1150584,15360,inter,4,4,L4neuroninterneuron
3092,3311726536,2112032,1145632,7680,inter,4,4,L4neuroninterneuron
3093,3268727064,2136160,1164336,0,pyram,4,4,L4pyramidalneuron
3094,2642519846,2055304,1176528,3840,inter,4,4,L4neuroninterneuron
3095,3791485646,2036424,1177968,0,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treesparsely-spiny
3096,3747639071,2029904,1201456,0,uncla,4,4,L4neuronunclassified-neuron
3097,3251920568,2000216,1192528,3840,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
3098,3864316616,2053472,1212024,0,uncla,4,4,L4neuronunclassified-neuron
3099,2846231358,2085152,1148000,34560,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
3100,2889611423,2070288,1112592,34560,pyram,4,4,L4pyramidalneuron
3101,3297417998,2081280,1135536,46080,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
3102,2772934590,2105488,1098280,46080,pyram,4,4,L4pyramidalneuron
3103,29950609805,2079688,1102216,53760,pyram,4,4,L4pyramidalneuron
3104,2714457550,2114696,1064520,66261,pyram,3,4,L4pyramidalneuron
3105,30082208643,2122432,1085512,74709,oligo,4,4,L4neuroninterneuron
3107,30227210793,2098992,1098360,95829,pyram,4,4,L4pyramidalneuron
3108,12831199228,2113192,1086360,108501,pyram,4,4,L4pyramidalneuron
3109,3733739465,2121104,1098992,112725,pyram,4,4,L4pyramidalneuronsparsely-spiny
3110,30053283750,2092000,1113192,108501,pyram,4,4,L4pyramidalneuronsparsely-spiny
3111,3646264951,2100640,1121424,116949,pyram,4,4,L4pyramidalneuronlot-of-axon
3112,3704552415,2080728,1120968,108501,pyram,4,4,L4pyramidalneuronsparsely-spiny
3113,39034723859,2060584,1124896,112725,inter,4,4,L4neuroninterneuron
3114,2729905212,2108568,1128920,138069,pyram,4,4,L4pyramidalneuron
3115,29994573904,2088336,1142136,150741,pyram,4,4,L4pyramidalneuronsparsely-spiny
3116,38277822252,2108152,1129640,125397,inter,4,4,L4neuroninterneuron
3117,38699747664,2138008,1091432,121173,inter,4,4,L4neuroninterneuronlot-of-axon
3118,3530406006,2142400,1088896,133845,inter,4,4,L4neuroninterneuron
3119,29820660609,2152168,1066544,159189,pyram,3,4,L4pyramidalneurongrey
3120,82968606783,2151672,1109576,163413,uncla,4,4,L4neuronunclassified-neuronthin-apical-dendrite
3121,29878291849,2177464,1100376,163413,uncla,3,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
3122,29631446108,2166272,1067472,167637,excit,3,4,L4neuronexcitatory/spiny-with-atypical-tree
3123,28655910220,2172968,1085568,154965,pyram,3,4,L4pyramidalneuron
3124,3574034001,2148432,1099728,154965,pyram,4,4,L4pyramidalneuron
3125,3383943887,2172864,1115512,142293,pyram,4,4,L4pyramidalneuron
3126,3355866023,2184376,1054576,146517,pyram,3,3,L3pyramidalneuron
3127,29441473397,2157176,1061720,142293,pyram,3,4,L4pyramidalneuron
3128,47419858875,2131232,1050528,138069,inter,3,4,L4neuroninterneuronweb-like-interneuron
3129,38845758034,2137832,1040616,133845,inter,3,4,L4neuroninterneuronlot-of-axon
3130,29499089105,2084512,1044640,125397,pyram,3,4,L4pyramidalneuron
3131,37681531750,2080480,1061424,116949,pyram,4,4,L4pyramidalneurondark
3132,37972486059,2107760,1019704,100053,inter,3,4,L4neuroninterneuron
3133,29514537260,2065024,1048336,87381,pyram,4,4,L4pyramidalneuron
3134,29601879813,2067936,1032032,78933,pyram,3,4,L4pyramidalneuron
3135,2642474626,2072192,1041168,78933,pyram,4,4,L4pyramidalneuronsparsely-spiny
3136,3063523440,2002616,1027072,83157,pyram,4,4,L4pyramidalneuron
3137,30066979957,1967232,1042632,87381,pyram,4,4,L4pyramidalneuron
3138,3252534822,1954272,1025112,87381,pyram,4,4,L4pyramidalneuron
3139,29950756061,1972648,1013200,87381,pyram,4,4,L4pyramidalneuron
3140,2801216946,1976384,996720,87381,pyram,4,4,L4pyramidalneuron
3141,29688391299,1929440,1039064,57813,inter,4,4,L4neuroninterneuron
3142,1855509931,1909704,1045848,53760,pyram,4,4,L4pyramidalneuron
3143,29819215143,1905992,1054040,66261,pyram,4,4,L4pyramidalneuronsparsely-spiny
3144,29717403042,1912144,1048920,74709,inter,4,4,L4neuroninterneuron
3145,29731960138,1907344,1029952,70485,inter,4,4,L4neuroninterneuron
3146,29833583259,1892760,1024784,100053,pyram,4,4,L4pyramidalneuron
3147,47171392510,1937672,1017208,129621,inter,4,4,L4neuroninterneuron
3148,47069536808,1897320,988048,146517,inter,4,4,L4neuroninterneuron
3149,29266202718,1904600,977912,154965,pyram,4,4,L4pyramidalneuron
3150,29426346917,1885232,994328,159189,uncla,4,4,L4neuronunclassified-neuronsparsely-spiny
3151,82443672119,1875128,1016552,167637,inter,4,4,L4neuroninterneuron
3152,56371541918,1857304,1010616,167637,inter,4,4,L4neuroninterneuron
3153,29659276664,1827384,1002192,167637,excit,4,4,L4neuronexcitatory/spiny-with-atypical-tree
3154,29338331865,1841544,998792,159189,pyram,4,4,L4pyramidalneuron
3155,82268663069,1851080,958104,150741,inter,4,4,L4neuroninterneuron
3156,29338419571,1843976,972672,159189,pyram,4,4,L4pyramidalneuron
3157,3018991226,1866824,970680,159189,pyram,4,4,L4pyramidalneuron
3158,29338331875,1837496,903008,163413,excit,3,4,L4neuronexcitatory/spiny-with-atypical-tree
3159,29469638782,1858456,877320,167637,excit,3,4,L4neuronexcitatory/spiny-with-atypical-tree
