,agglo_seg,x,y,z,type,layer,linfo,info
0,3195297945,2079128,1323232,42240,pyram,5,4,L4pyramidalneuron
1,4519199338,2090464,1369448,30720,pyram,5,4,L4pyramidalneuron
2,4475878153,2054304,1372584,42240,pyram,5,5,L5pyramidalneuron
3,3253775599,2037400,1313760,38400,pyram,5,4,L4pyramidalneuron
4,3719255305,2066464,1284832,46080,pyram,4,4,L4pyramidalneuron
5,3995127189,2074016,1261728,53760,pyram,4,4,L4pyramidalneuron
6,4024562049,2050520,1260960,66261,pyram,4,4,L4pyramidalneuron
7,3384366153,2089376,1248168,62037,pyram,4,4,L4pyramidalneuron
8,4388695609,2090208,1336608,0,excit,5,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
9,3937700015,2064736,1328808,15360,pyram,5,4,L4pyramidalneuron
10,3762956144,2024224,1333032,3840,pyram,5,5,L5pyramidalneuronsparsely-spiny
11,4359304926,2019680,1346408,7680,inter,5,5,L5neuroninterneuron
12,3878434784,2053528,1305248,87381,pyram,5,4,L4pyramidalneuron
13,4024459359,2068640,1282592,83157,pyram,4,4,L4pyramidalneuron
14,3995111605,2032856,1259808,74709,pyram,4,4,L4pyramidalneuron
15,3863191076,2017944,1273376,87381,pyram,5,4,L4pyramidalneuron
16,3994775522,2037336,1272928,87381,excit,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
17,3864652151,2016600,1275616,74709,pyram,5,4,L4pyramidalneuronsparsely-spiny
18,3805999426,2059544,1233376,83157,pyram,4,4,L4pyramidalneuron
19,3268682905,2008408,1329768,19200,pyram,5,5,L5pyramidalneuron
20,3995374513,2082592,1221928,74709,pyram,4,4,L4pyramidalneuron
21,4315764606,2073048,1231528,87381,pyram,4,4,L4pyramidalneuron
22,30533116499,2057240,1247008,83157,inter,4,4,L4neuroninterneuronweb-like-interneuron
23,3733578438,2055192,1270688,66261,pyram,4,4,L4pyramidalneuron
24,3515833486,2091616,1271592,70485,pyram,4,4,L4pyramidalneuron
25,4359523070,2089376,1258016,74709,pyram,4,4,L4pyramidalneuronsparsely-spiny
26,3907899917,1975824,1249704,74709,pyram,5,4,L4pyramidalneuron
27,30488947824,1996760,1246280,87381,pyram,4,4,L4pyramidalneuronsparsely-spiny
28,4227559344,2002416,1278800,95829,pyram,5,4,L4pyramidalneuron
29,4446341214,2004576,1298056,95829,pyram,5,4,L4pyramidalneuron
30,3907840855,1988864,1276760,78933,pyram,5,4,L4pyramidalneuronbipolar
31,2889815798,2004040,1295288,30720,inter,5,4,L4neuroninterneuron
32,3704683200,2018272,1273032,23040,pyram,5,4,L4pyramidalneuronsparsely-spiny
33,3995302320,1996304,1251360,30720,pyram,5,4,L4pyramidalneuron
34,3237699645,1967952,1270072,30720,pyram,5,4,L4pyramidalneuronsparsely-spiny
35,4096938971,1974416,1258680,57813,pyram,5,4,L4pyramidalneuron
36,30605740749,2024120,1253608,116949,pyram,4,4,L4pyramidalneuronsparsely-spiny
37,4067927598,1966912,1275496,62037,pyram,5,4,L4pyramidalneuron
38,30693173072,2020232,1274568,62037,inter,5,4,L4neuroninterneuron
39,3297578604,2005912,1279136,19200,inter,5,4,L4neuroninterneuron
40,4213557888,1993864,1291152,146517,pyram,5,4,L4pyramidalneuronsparsely-spiny
41,4169360004,2006928,1262800,138069,pyram,5,4,L4pyramidalneuron
42,4140858954,2020376,1256992,138069,spiny,4,4,L4neuronspiny-stellate
43,4621231400,1982384,1307520,154965,pyram,5,5,L5pyramidalneuronsparsely-spiny
44,31071892412,2000720,1280416,163413,uncla,5,4,L4neuronunclassified-neuronsparsely-spiny
45,4257184385,2028528,1294024,159189,pyram,5,4,L4pyramidalneuronsparsely-spiny
46,30984316968,1997224,1258776,154965,uncla,5,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
47,4067795964,2017736,1261736,0,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treesparsely-spiny
48,3442857593,2029560,1271736,3840,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
49,3369414928,1989368,1221896,78933,pyram,4,4,L4pyramidalneuron
50,30372987746,2023088,1223504,78933,pyram,4,4,L4pyramidalneuronsparsely-spiny
51,4897818205,2024336,1460104,78933,pyram,5,5,L5pyramidalneuronsparsely-spiny
52,4752026882,2009800,1488512,78933,inter,5,5,L5neuroninterneuron
53,31770346749,2005128,1505472,78933,unkno,5,5,L5neuroninterneuron
54,5712947894,2013424,1647528,78933,inter,5,5,L5neuroninterneuron
55,4913382520,1977616,1637032,78933,pyram,5,5,L5pyramidalneuronbipolar
56,4592526340,2003632,1631920,53760,pyram,5,5,L5pyramidalneuronbipolar
57,5159993420,2027936,1613656,70485,pyram,5,5,L5pyramidalneuronbipolar
58,5086550398,2004712,1549296,104277,pyram,5,5,L5pyramidalneuron
59,4942702467,2080808,1567352,116949,pyram,5,5,L5pyramidalneuron
60,4709888554,1976128,1721000,78933,pyram,5,5,L5pyramidalneuron
61,4868836122,1941136,1512856,83157,pyram,5,5,L5pyramidalneuron
62,5261382769,1959688,1533624,66261,excit,5,5,L5neuronexcitatory/spiny-with-atypical-treeinverted-apical-dendrite
63,5159803735,1957760,1580888,78933,pyram,5,5,L5pyramidalneuronbipolar
64,6440984272,1932280,1671712,125397,pyram,5,5,L5pyramidalneuron
65,5799532727,1991776,1666616,129621,pyram,5,5,L5pyramidalneuron
66,5059058275,1996528,1648552,129621,pyram,5,5,L5pyramidalneuronsparsely-spiny
67,5843305646,2010416,1662712,138069,inter,5,5,L5neuroninterneuronsparsely-spiny
68,5901900994,2023720,1641168,150741,pyram,5,5,L5pyramidalneuron
69,6062248862,1985744,1634472,159189,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-tree
70,40563185759,1967688,1667184,159189,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treesparsely-spiny
71,14752837392,2026416,1610920,163413,pyram,5,5,L5pyramidalneuronsparsely-spiny
72,85107842630,1973720,1612120,138069,pyram,5,5,L5pyramidalneurondark
73,5087280434,1975248,1578072,108501,pyram,5,5,L5pyramidalneuronbipolar
74,5174375994,1972576,1561056,87381,spiny,5,5,L5neuronspiny-stellate
75,4766773877,1983112,1531808,112725,spiny,5,5,L5neuronspiny-stellate
76,5348623756,1975176,1539080,138069,spiny,5,5,L5neuronspiny-stellate
77,5509088748,2027160,1540512,112725,pyram,5,5,L5pyramidalneuron
78,4897964007,2000360,1551624,70485,uncla,5,5,L5neuronspiny-stellate
79,4796545315,2033792,1540304,70485,pyram,5,5,L5pyramidalneuronbipolar
80,4926903194,1997768,1511024,66261,spiny,5,5,L5neuronspiny-stellate
81,4519199538,1988392,1494000,62037,spiny,5,5,L5neuronspiny-stellate
82,4781200505,2022552,1500192,62037,pyram,5,5,L5pyramidalneuronbipolar
83,4679270230,1990064,1406824,70485,pyram,5,5,L5pyramidalneuron
84,4679270244,2012640,1389808,62037,pyram,5,5,L5pyramidalneuron
85,4329299008,1973488,1404008,53760,pyram,5,5,L5pyramidalneuronsparsely-spiny
86,4474696618,1989408,1421560,34560,pyram,5,5,L5pyramidalneuronsparsely-spiny
87,4009887610,2014384,1425992,26880,pyram,5,5,L5pyramidalneuronsparsely-spiny
88,4039703729,2009312,1391776,26880,inter,5,5,L5neuroninterneuron
89,4504964800,2030176,1402728,34560,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
90,31158667681,1970408,1400568,100053,pyram,5,5,L5pyramidalneuronsparsely-spiny
91,31217027611,1996152,1378104,116949,unkno,5,5,L5neuroninterneuron
92,4693477092,1993920,1416200,125397,pyram,5,5,L5pyramidalneuron
93,4271742015,2005408,1392976,108501,pyram,5,5,L5pyramidalneuron
94,4242190396,2021112,1369488,100053,pyram,5,5,L5pyramidalneuron
95,4388330901,2033352,1403456,108501,pyram,5,5,L5pyramidalneuron
96,4271975410,2052400,1398384,95829,pyram,5,5,L5pyramidalneuron
97,4446355067,2070160,1409344,125397,pyram,5,5,L5pyramidalneuronsparsely-spiny
98,3909067978,2082136,1384592,15360,pyram,5,5,L5pyramidalneuronsparsely-spiny
99,3908191917,2053816,1402200,30720,pyram,5,5,L5pyramidalneuron
100,4490902946,2071064,1408248,30720,inter,5,5,L5neuroninterneuronsparsely-spiny
101,4330366114,2065560,1428440,26880,pyram,5,5,L5pyramidalneuron
102,4810781503,2109760,1467248,30720,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treesparsely-spiny
103,4767284922,2115360,1478056,19200,pyram,5,5,L5pyramidalneuronsparsely-spiny
104,4825309288,2077560,1431472,3840,inter,5,5,L5neuroninterneuron
105,4272223423,2100792,1404368,19200,pyram,5,5,L5pyramidalneuronsparsely-spiny
106,4229267475,2142264,1364112,15360,inter,4,4,L4neuroninterneuronweb-like-interneuron
107,4083797822,2147480,1335784,3840,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
108,3486777624,2105304,1317768,11520,pyram,4,4,L4pyramidalneuron
109,4126740229,2094168,1347280,46080,unkno,5,4,L4neuroninterneuron
110,4330715383,2125208,1357256,42240,pyram,5,4,L4pyramidalneuron
111,3690081781,2151600,1349128,30720,pyram,4,4,L4pyramidalneuronsparsely-spiny
112,4141399627,2152984,1321544,26880,uncla,4,4,L4pyramidalneuron
113,3443368491,2137936,1319024,26880,pyram,4,4,L4pyramidalneuron
114,3530521828,2114688,1298888,19200,pyram,4,4,L4pyramidalneuronsparsely-spiny
115,3515424463,2109248,1280920,23040,uncla,4,4,L4pyramidalneuronsparsely-spiny
116,4083404518,2077896,1290736,30720,pyram,4,4,L4pyramidalneuron
117,4111379135,2084528,1260848,34560,pyram,4,4,L4pyramidalneuron
118,3472088629,2082240,1277160,38400,pyram,4,4,L4pyramidalneuron
119,3428023111,2101280,1257936,42240,pyram,4,4,L4pyramidalneuron
120,4039367300,2134672,1243896,34560,unkno,4,4,L4neuroninterneuron
121,3937466277,2145792,1220072,46080,spiny,4,4,L4neuronspiny-stellate
122,3689703460,2100216,1219240,42240,inter,4,4,L4neuroninterneuron
123,3849642486,2064768,1222424,30720,pyram,4,4,L4pyramidalneuronsparsely-spiny
124,3282305297,2072480,1212960,15360,pyram,4,4,L4pyramidalneuron
125,3195736904,2060280,1217312,11520,pyram,4,4,L4pyramidalneuron
126,3107837954,2053800,1244040,23040,pyram,4,4,L4pyramidalneuron
127,3530376743,2038440,1246312,23040,pyram,4,4,L4pyramidalneuron
128,3733739484,2050224,1251168,11520,pyram,4,4,L4pyramidalneuron
129,4010150634,2037968,1276872,23040,pyram,4,4,L4pyramidalneuronsparsely-spiny
130,3719371575,1989432,1317400,11520,uncla,5,5,L5pyramidalneuronsparsely-spiny
131,2889625549,1971984,1225960,15360,pyram,4,4,L4pyramidalneuronsparsely-spiny
132,2962528688,2001072,1220512,3840,pyram,4,4,L4pyramidalneuronsparsely-spiny
133,2860862776,2013312,1216368,15360,uncla,4,4,L4pyramidalneuronsparsely-spiny
134,2671442782,2035384,1181376,26880,pyram,4,4,L4pyramidalneuron
135,3776680612,2029576,1188056,42240,pyram,4,4,L4pyramidalneuron
136,3341045744,2061064,1198712,42240,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
137,3588284587,2063672,1178008,30720,spiny,4,4,L4neuronspiny-stellate
138,3631312996,2072344,1169128,38400,spiny,4,4,L4neuronspiny-stellate
139,3296832824,2057360,1165840,49920,spiny,4,4,L4neuronspiny-stellate
140,2424059565,2080392,1183720,49920,pyram,4,4,L4pyramidalneuron
141,3776681321,2069680,1193224,57813,pyram,4,4,L4pyramidalneuron
142,3325408175,2060256,1204304,70485,pyram,4,4,L4pyramidalneuron
143,3849743710,2066152,1207696,62037,unkno,4,4,L4neuroninterneuron
144,39180280733,2083616,1190392,70485,unkno,4,4,L4neuroninterneuron
145,3428081658,2083240,1196448,62037,pyram,4,4,L4pyramidalneuron
146,3413115679,2065976,1214416,53760,pyram,4,4,L4pyramidalneuronsparsely-spiny
147,4126111391,1955280,1296024,53760,pyram,5,5,L5pyramidalneuron
148,2584392112,1936496,1280816,38400,pyram,5,5,L5pyramidalneuron
149,2700163501,1944088,1233520,38400,pyram,5,4,L4pyramidalneuron
150,3718276923,1928832,1217856,34560,pyram,5,4,L4pyramidalneuronbipolar
151,3383650454,1941776,1203912,38400,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treesparsely-spiny
152,2918871641,1962416,1212648,42240,pyram,4,4,L4pyramidalneuron
153,3049214906,1965168,1199160,53760,pyram,4,4,L4pyramidalneuron
155,3820147352,1941264,1188288,57813,inter,4,4,L4neuroninterneuron
156,3660018574,1962664,1176104,53760,pyram,4,4,L4pyramidalneuron
157,3311273605,1984928,1179632,42240,pyram,4,4,L4pyramidalneuron
158,3441777076,1985096,1143144,53760,pyram,4,4,L4pyramidalneuron
159,3412298793,2016176,1122136,70485,pyram,4,4,L4pyramidalneuron
160,38452216258,1939352,1169808,83157,pyram,4,4,L4pyramidalneuron
161,29819215801,1932520,1174288,91605,pyram,4,4,L4pyramidalneuron
162,38888596922,1961032,1168760,83157,unkno,4,4,L4neuroninterneuron
163,3747127652,1934504,1175552,70485,uncla,4,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
164,2890079485,1945272,1220744,83157,excit,5,4,L4neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
165,3151231662,1928392,1215448,78933,pyram,5,4,L4pyramidalneuron
166,3427292761,1939016,1227936,66261,pyram,5,4,L4pyramidalneuron
167,3907682045,1902888,1260472,74709,spiny,5,5,L5neuronspiny-stellatethin-apical-dendrite
168,13951650786,1882608,1276080,83157,spiny,5,5,L5neuronspiny-stellate
169,3645170418,1865816,1272912,83157,spiny,5,5,L5neuronspiny-stellatethin-apical-dendrite
170,4051822360,1823032,1279464,46080,pyram,5,5,L5pyramidalneuronbipolar
171,3921624193,1808096,1291768,42240,pyram,5,5,L5pyramidalneuron
172,3615455831,1794512,1303936,49920,excit,5,5,L5neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
174,4401836842,1751200,1332072,62037,pyram,5,5,L5pyramidalneuronbipolar
175,3309479632,1766128,1353832,53760,uncla,5,5,L5neuronunclassified-neurondark
176,4634547531,1739832,1366184,46080,pyram,5,5,L5pyramidalneuronsparsely-spiny
177,4445420826,1752136,1339520,26880,pyram,5,5,L5neuronexcitatory/spiny-with-atypical-treebipolar
178,4226317895,1712656,1337528,15360,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
179,3222499167,1728488,1315032,30720,pyram,5,5,L5pyramidalneuron
180,3470629528,1764680,1270576,30720,pyram,5,5,L5pyramidalneuronbipolar
181,3950798141,1767664,1262392,11520,inter,5,5,L5neuroninterneuron
182,3266025083,1742088,1301984,3840,pyram,5,5,L5pyramidalneuronsparsely-spiny
183,1885968871,1696152,1333192,11520,pyram,5,5,L5pyramidalneuronsparsely-spiny
184,4474214654,1669944,1366640,3840,spiny,5,5,L5neuronspiny-stellate
185,4590789426,1657400,1375000,19200,inter,5,5,L5neuroninterneuron
186,4532355153,1634184,1406360,15360,inter,5,5,L5neuroninterneuron
187,4153430089,1635392,1428896,11520,pyram,5,5,L5pyramidalneuronbipolar
188,4357931741,1581352,1432688,3840,excit,5,5,L5neuronexcitatory/spiny-with-atypical-treeinverted-apical-dendrite
189,4488319671,1587720,1400720,15360,excit,5,5,L5neuronexcitatory/spiny-with-atypical-tree
190,4401165182,1601832,1417688,11520,pyram,5,5,L5pyramidalneuronbipolar
191,4299426708,1582456,1452296,7680,pyram,5,5,L5pyramidalneuron
192,4372430258,1628736,1469680,42240,spiny,5,5,L5neuronspiny-stellatethin-apical-dendrite
193,4939826083,1642952,1478008,53760,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-tree
194,4663223744,1616648,1476208,49920,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treebipolar
195,4983161793,1612896,1486552,38400,inter,5,5,L5neuroninterneuron
196,4910564616,1598400,1504088,42240,inter,6,5,L5neuroninterneuron
197,4677298990,1603720,1488720,38400,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
198,4504189510,1649600,1442128,57813,pyram,5,5,L5pyramidalneuron
199,4780076410,1658952,1449592,26880,spiny,5,5,L5neuronspiny-stellate
200,4809147247,1687272,1431120,11520,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treesparsely-spiny
201,4852629019,1668800,1434800,15360,spiny,5,5,L5neuronspiny-stellate
202,4138580687,1661352,1421232,26880,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treebipolar
203,4736244453,1687272,1406672,7680,inter,5,5,L5neuroninterneuron
204,4546707627,1700904,1388272,23040,excit,5,5,L5neuronexcitatory/spiny-with-atypical-tree
205,30837518791,1726408,1345848,70485,excit,5,5,L5neuronexcitatory/spiny-with-atypical-tree
206,4911602202,1751144,1371376,83157,unkno,5,5,L5neuroninterneuron
207,30953801389,1750216,1365872,91605,pyram,5,5,L5pyramidalneuronlot-of-axon
208,4633875577,1618176,1428888,95829,pyram,5,5,L5pyramidalneuronbipolar
209,31171969645,1578536,1444624,87381,excit,5,5,L5neuronexcitatory/spiny-with-atypical-treesparsely-spiny
210,4619654531,1549760,1463224,87381,spiny,6,5,L5neuronspiny-stellate
211,39964778018,1577160,1474328,100053,pyram,5,5,L5pyramidalneuron
212,40430038727,1568416,1477616,108501,unkno,6,5,L5neuroninterneuronweb-like-interneuron
213,5070358536,1546304,1486704,125397,excit,6,5,L5neuronexcitatory/spiny-with-atypical-treebipolar
214,4619873240,1578920,1442032,129621,spiny,5,5,L5neuronspiny-stellate
215,31244711603,1579816,1447576,116949,inter,5,5,L5neuroninterneuronbipolar
216,5187371550,1609376,1433680,121173,pyram,5,5,L5pyramidalneuron
217,4415590654,1540128,1408592,129621,pyram,5,5,L5pyramidalneuronbipolar
218,4823076755,1513928,1416016,112725,spiny,5,5,L5neuronspiny-stellate
219,31171253595,1518248,1352336,138069,pyram,5,5,L5pyramidalneuronbipolar
220,30938075177,1529928,1349744,146517,astro,5,5,L5neuronexcitatory/spiny-with-atypical-tree
222,31287623563,1511656,1389816,167637,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treesparsely-spiny
223,4152861452,1489216,1369816,167637,spiny,5,5,L5neuronspiny-stellate
224,30574817223,1465088,1303696,125397,pyram,5,5,L5pyramidalneuron
225,31185431398,1519136,1267952,125397,pyram,5,5,L5pyramidalneuronsparsely-spiny
226,29993026400,1508360,1354896,116949,pyram,5,5,L5pyramidalneuron
227,30501870437,1483800,1296360,108501,spiny,5,5,L5neuronspiny-stellate
228,39148918824,1468920,1285928,112725,inter,5,5,L5neuroninterneuron
229,3994337380,1902072,1263824,46080,spiny,5,5,L5neuronspiny-stellatethin-apical-dendrite
230,3849393098,1915928,1237552,34560,inter,5,4,L4neuroninterneuron
231,3644964664,1863128,1237784,42240,pyram,5,5,L5pyramidalneuron
232,3019999395,1870048,1223384,26880,pyram,5,5,L5pyramidalneuronsparsely-spiny
233,2656316309,1820888,1255584,11520,pyram,5,5,L5pyramidalneuronsparsely-spiny
234,4065635891,1805128,1291992,0,inter,5,5,L5neuroninterneuron
235,4198080970,1820424,1289672,0,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treesparsely-spiny
236,3674531755,1810872,1273912,3840,pyram,5,5,L5pyramidalneuronsparsely-spiny
237,3469723286,1787464,1242504,19200,pyram,5,5,L5pyramidalneuron
238,3208847193,1820672,1197320,7680,pyram,5,5,L5pyramidalneuronsparsely-spiny
239,3994294473,1796696,1206144,38400,inter,5,5,L5neuroninterneuron
240,3703076442,1730288,1232736,15360,pyram,5,5,L5pyramidalneuronsparsely-spiny
241,3745551509,1713808,1250888,15360,pyram,5,5,L5pyramidalneuronsparsely-spiny
242,3891590153,1692944,1240376,19200,pyram,5,5,L5pyramidalneuron
243,3950183751,1706032,1232032,11520,inter,5,5,L5neuroninterneuron
244,3498414218,1724296,1217304,19200,inter,5,5,L5neuroninterneuron
245,3660194441,1709536,1202608,19200,pyram,5,5,L5pyramidalneuron
246,3921245833,1699184,1218968,7680,inter,5,5,L5neuroninterneuron
247,3352725605,1680776,1200192,34560,inter,5,5,L5neuroninterneuron
248,30589578602,1634408,1241128,53760,inter,5,5,L5neuroninterneuron
250,29935016274,1602208,1244664,57813,pyram,5,5,L5pyramidalneuron
251,2771884890,1601064,1264520,53760,pyram,5,5,L5pyramidalneuron
252,3570894156,1570112,1289672,30720,pyram,5,5,L5pyramidalneuronbipolar
253,4168147487,1588496,1292640,19200,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treebipolar
254,3382336760,1540184,1239792,38400,pyram,5,5,L5pyramidalneuron
255,3396165104,1536912,1239144,15360,pyram,5,5,L5pyramidalneuronsparsely-spiny
256,2887610997,1502072,1256680,7680,pyram,5,5,L5pyramidalneuronbipolar
257,3949294425,1468848,1250968,23040,inter,5,5,L5neuroninterneuron
258,3905636378,1468848,1244120,19200,inter,5,5,L5neuroninterneuron
259,4138376853,1440512,1272680,30720,inter,5,5,L5neuroninterneuron
260,4036738505,1441072,1290488,46080,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
261,4226041828,1438856,1272256,62037,excit,5,5,L5neuronexcitatory/spiny-with-atypical-tree
262,3730906189,1452400,1266808,57813,pyram,5,5,L5pyramidalneuron
263,4472637539,1445240,1255528,83157,pyram,5,5,L5pyramidalneuron
264,30472493621,1470000,1212744,83157,inter,5,5,L5neuroninterneuron
265,30836190158,1465848,1237896,95829,pyram,5,5,L5pyramidalneuron
266,30588994676,1455560,1224496,95829,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
267,2494640672,1467760,1267848,26880,pyram,5,5,L5pyramidalneuron
268,29875896864,1470552,1208624,104277,excit,5,5,L5neuronexcitatory/spiny-with-atypical-treebipolar
269,30589097324,1503376,1210360,95829,excit,5,5,L5neuronexcitatory/spiny-with-atypical-treesparsely-spiny
270,38959191713,1512384,1188400,100053,pyram,5,5,L5pyramidalneuronbipolar
271,30516121503,1479464,1225112,83157,inter,5,5,L5neuroninterneuron
272,30486890533,1450112,1218512,74709,pyram,5,5,L5pyramidalneuronbipolar
273,38901329525,1446256,1210328,87381,inter,5,5,L5neuroninterneuron
274,39250380595,1457496,1192104,83157,inter,5,5,L5neuroninterneuron
275,29919437456,1442768,1176920,87381,pyram,5,5,L5pyramidalneuronbipolar
276,30312130984,1429520,1173544,74709,pyram,5,5,L5pyramidalneuronsparsely-spiny
277,30224715404,1397960,1156640,66261,inter,5,5,L5neuroninterneuron
278,3788551051,1366168,1192568,49920,spiny,5,5,L5neuronspiny-stellate
279,3701470332,1407528,1199448,46080,pyram,5,5,L5pyramidalneuronsparsely-spiny
280,3279662440,1430376,1150968,42240,pyram,5,5,L5pyramidalneuronsparsely-spiny
281,3687482848,1442784,1123096,46080,inter,5,5,L5neuroninterneuron
282,30079231307,1420376,1125720,57813,excit,5,5,L5neuronexcitatory/spiny-with-atypical-tree
283,29977374013,1440512,1099016,66261,pyram,5,5,L5pyramidalneuronsparsely-spiny
284,38958871069,1365944,1127040,83157,pyram,5,5,L5pyramidalneuronsparsely-spiny
285,39016969370,1349608,1142024,78933,inter,5,5,L5neuroninterneuron
286,38958842554,1350032,1140312,66261,inter,5,5,L5neuroninterneuron
287,38929611307,1326040,1118680,78933,pyram,5,5,L5pyramidalneuron
288,30224642109,1310808,1129848,83157,spiny,5,5,L5neuronspiny-stellate
289,30152016860,1337072,1186176,112725,pyram,5,5,L5pyramidalneuron
290,30282710718,1346672,1180216,87381,uncla,5,5,L5neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
291,30180955426,1370384,1168888,95829,uncla,5,5,L5neuronspiny-stellate
292,30224612947,1370032,1180896,133845,pyram,5,5,L5pyramidalneuronsparsely-spiny
293,39016794578,1326056,1147800,116949,pyram,5,5,L5pyramidalneuronbipolar
294,30151826172,1391208,1120632,125397,excit,5,5,L5neuronexcitatory/spiny-with-atypical-treethin-apical-dendrite
295,38886173614,1396528,1074336,121173,pyram,5,5,L5pyramidalneuronbipolar
296,38434811342,1419568,1092064,112725,inter,5,5,L5neuroninterneuronsparsely-spiny
297,30195980250,1457424,1098464,95829,pyram,5,5,L5pyramidalneuron
298,29904718728,1461608,1086584,62037,pyram,5,5,L5pyramidalneuron
299,3020071226,1874312,1334600,34560,pyram,5,5,L5pyramidalneuron
300,4256221909,1865720,1320992,38400,pyram,5,5,L5pyramidalneuron
301,3761467265,1876384,1310984,19200,pyram,5,5,L5pyramidalneuron
302,2903920410,1883680,1290064,11520,pyram,5,5,L5pyramidalneuron
303,4372868243,1849384,1320216,7680,spiny,5,5,L5neuronspiny-stellate
304,4183245114,1694712,1307792,26880,unkno,5,5,L5neuronunclassified-neuronthin-apical-dendrite
305,4139325860,1672760,1324712,19200,inter,5,5,L5neuroninterneuron
306,4474214249,1681640,1332264,26880,pyram,5,5,L5pyramidalneuronbipolar
307,4255549064,1650008,1340144,26880,uncla,5,5,L5pyramidalneuronsparsely-spiny
308,4561206918,1623200,1361640,15360,inter,5,5,L5neuroninterneuron
309,3643825567,1644352,1291200,46080,pyram,5,5,L5pyramidalneuronbipolar
310,4299309195,1621648,1313360,3840,uncla,5,5,L5neuronunclassified-neuron
311,3920092521,1545760,1375560,15360,excit,5,5,L5neuronexcitatory/spiny-with-atypical-treesparsely-spiny
312,4095361588,1527040,1387472,15360,pyram,5,5,L5pyramidalneuronsparsely-spiny
313,4589971622,1505960,1393736,7680,inter,5,5,L5neuroninterneuronweb-like-interneuron
314,3091704283,1500024,1398920,19200,pyram,5,5,L5pyramidalneuron
315,4502817979,1494712,1418464,7680,pyram,6,5,L5pyramidalneuronbipolar
316,4429870422,1514208,1434064,23040,uncla,6,5,L5neuronexcitatory/spiny-with-atypical-treebipolar
317,4750084977,1501344,1461856,34560,excit,6,5,L5neuronexcitatory/spiny-with-atypical-treebipolar
318,4255154834,1473880,1492568,38400,pyram,6,6,L6pyramidalneuron
319,32277206311,1443312,1499640,49920,excit,6,6,L6neuronexcitatory/spiny-with-atypical-tree
320,4094560299,1496128,1526064,83157,pyram,6,6,L6pyramidalneuron
321,4706559981,1476784,1530168,78933,pyram,6,6,L6pyramidalneuronbipolar
322,5273488042,1520992,1547984,83157,pyram,6,6,L6pyramidalneuronbipolar
323,4793654335,1523144,1524784,87381,pyram,6,6,L6pyramidalneuronbipolar
324,5303083237,1495920,1516392,104277,pyram,6,6,L6pyramidalneuronbipolar
325,5099063456,1493752,1568880,125397,pyram,6,6,L6pyramidalneuronbipolar
326,4837399163,1499136,1550288,121173,pyram,6,6,L6pyramidalneuron
327,4706880730,1518056,1557384,121173,pyram,6,6,L6pyramidalneuronbipolar
328,4547774204,1602672,1515536,125397,pyram,6,5,L5pyramidalneuronbipolar
329,4692543081,1643784,1534992,142293,pyram,5,5,L5pyramidalneuronbipolar
330,31462877950,1652288,1553328,154965,pyram,6,5,L5pyramidalneuron
331,67244716597,1648304,1555360,150741,inter,6,5,L5neuroninterneuronlot-of-axon
332,5055801374,1617496,1552064,150741,spiny,6,5,L5neuronspiny-stellate
333,31564297126,1592432,1558824,146517,pyram,6,5,L5pyramidalneuron
334,5114555323,1598072,1579896,154965,uncla,6,6,L6neuronexcitatory/spiny-with-atypical-treegrey
335,4939182495,1597680,1475840,146517,pyram,5,5,L5pyramidalneuronbipolar
336,40517747597,1622984,1511144,163413,inter,5,5,L5neuroninterneuron
337,5288628330,1653096,1506024,167637,excit,5,5,L5neuronexcitatory/spiny-with-atypical-treeinverted-apical-dendrite
